Topic	No	ID	Sentence	Type	LinkAudio
About me 	13.2	13.2Phon	maɪ ˈfeɪvərɪt deɪ ʌv wi:k ɪz ˈsætədeɪ bɪˈkəz ɪts ðə ˈwi:kɛnd	Phon	
About me 	13.3	13.3Viet	Ngày yêu thích trong tuần của tôi là Chủ nhật, vì đó là ngày tôi nghỉ ngơi thư giãn.	Viet	
About me 	13.3	13.3Eng	My favorite day of week is Sunday because it is the day I rest and relax.	Eng	https://luandai123.github.io/English_Daily/1.13.3-Eng.mp3
About me 	13.3	13.3Phon	maɪ ˈfeɪvərɪt deɪ ʌv wi:k ɪz ˈsʌndeɪ bɪˈkəz ɪt ɪz ðə deɪ aɪ rɛst ænd rɪˈlæks	Phon	
About me 	13.4	13.4Viet	Ngày yêu thích trong tuần của tôi là thứ 2, vì tôi trở lại với công việc của mình.	Viet	
About me 	13.4	13.4Eng	My favorite day of week is Monday because I can head back to work.	Eng	https://luandai123.github.io/English_Daily/1.13.4-Eng.mp3
About me 	13.4	13.4Phon	maɪ ˈfeɪvərɪt deɪ ʌv wi:k ɪz ˈmʌndeɪ bɪˈkəz aɪ kæn hɛd bæk tu: wɜ:rk	Phon	
About me 	14	14Struc	I LIVE IN A… FAMILY, THERE ARE + NUMBER + PEOPLE IN MY FAMILY /Tôi sống trong một gia đình …, có … người trong gia đình tôi/	Struc	
About me 	14.1	14.1Viet	Tôi sống trong một gia đình hạt nhân, có 4 người trong gia đình tôi.	Viet	
About me 	14.1	14.1Eng	I live in a nuclear family, there are 4 people in my family.	Eng	https://luandai123.github.io/English_Daily/1.14.1-Eng.mp3
About me 	14.1	14.1Phon	aɪ lɪv ɪn ə ˈnu:kliər ˈfæməli ðɛr a:r fɔːr ˈpi:pəl ɪn maɪ ˈfæməli	Phon	
About me 	14.2	14.2Viet	Tôi sống trong một gia đình nhiều thế hệ, có 7 người trong gia đình tôi.	Viet	
About me 	14.2	14.2Eng	I live in an extended family, there are 7 people in my family.	Eng	https://luandai123.github.io/English_Daily/1.14.2-Eng.mp3
About me 	14.2	14.2Phon	aɪ lɪv ɪn ən ɪkˈstɛndɪd ˈfæməli ðɛr a:r ˈsevən ˈpi:pəl ɪn maɪ ˈfæməli	Phon	
About me 	14.3	14.3Viet	Tôi sống trong một gia đình lớn, có 9 người trong gia đình tôi.	Viet	
About me 	14.3	14.3Eng	I live in a big family, there are nine people in my family.	Eng	https://luandai123.github.io/English_Daily/1.14.3-Eng.mp3
About me 	14.3	14.3Phon	aɪ lɪv ɪn ə bɪg ˈfæməli ðɛr a:r naɪn ˈpi:pəl ɪn maɪ ˈfæməli	Phon	
About me 	14.4	14.4Viet	Tôi sống trong một gia đình chỉ có ba hoặc chỉ có mẹ, nhà tôi chỉ có 2 người.	Viet	
About me 	14.4	14.4Eng	I live in a one-parent family, there are only 2 people in my family.	Eng	https://luandai123.github.io/English_Daily/1.14.4-Eng.mp3
About me 	14.4	14.4Phon	aɪ lɪv ɪn ə wʌn ˈpɛrənt ˈfæməli ðɛr a:r ˈoʊnli tu: ˈpi:pəl ɪn maɪ ˈfæməli	Phon	
About me 	15	15Struc	I HAVE +… BROTHER(S), … SISTER(S) /Tôi có … anh trai và … em gái…/	Struc	
About me 	15.1	15.1Viet	Tôi có 1 anh trai và 1 em gái, tôi là con giữa.	Viet	
About me 	15.1	15.1Eng	I have 1 brother and 1 sister, I am the middle child.	Eng	https://luandai123.github.io/English_Daily/1.15.1-Eng.mp3
About me 	15.1	15.1Phon	aɪ hæv wʌn ˈbrʌðər ænd wʌn ˈsɪstər aɪ æm ðə ˈmɪdəl ʧaɪld	Phon	
About me 	15.2	15.2Viet	Tôi không có anh chị em nào cả, tôi là con một.	Viet	
About me 	15.2	15.2Eng	I don’t have any brother or sister, I’m the only child.	Eng	https://luandai123.github.io/English_Daily/1.15.2-Eng.mp3
About me 	15.2	15.2Phon	aɪ doʊnt hæv ˈɛni ˈbrʌðər ɔ:r ˈsɪstər aɪm ði: ˈoʊnli ʧaɪld	Phon	
About me 	15.3	15.3Viet	Tôi có 2 chị gái, tôi là em út.	Viet	
About me 	15.3	15.3Eng	I have two older sisters, I am the last child.	Eng	https://luandai123.github.io/English_Daily/1.15.3-Eng.mp3
About me 	15.3	15.3Phon	aɪ hæv tu: ˈoʊldər ˈsɪstərz aɪ æm ðə læst ʧaɪld	Phon	
About me 	15.4	15.4Viet	Tôi có 1 em trai và 1 em gái, tôi là con cả.	Viet	
About me 	15.4	15.4Eng	I have 1 younger brother and 1 younger sister, I am the oldest child.	Eng	https://luandai123.github.io/English_Daily/1.15.4-Eng.mp3
About me 	15.4	15.4Phon	aɪ hæv wʌn ˈjʌŋgər ˈbrʌðər ænd wʌn ˈjʌŋgər ˈsɪstər aɪ æm ði: ˈoʊldɪst ʧaɪld	Phon	
About me 	16	16Struc	NOW, I’M LIVING… /Bây giờ tôi đang sống…/	Struc	
About me 	16.1	16.1Viet	Bây giờ tôi đang sống với gia đình mình tại thành phố HCM.	Viet	
About me 	16.1	16.1Eng	Now I am living with my family in HCM city.	Eng	https://luandai123.github.io/English_Daily/1.16.1-Eng.mp3
About me 	16.1	16.1Phon	naʊ aɪ æm ˈlɪvɪŋ wɪð maɪ ˈfæməli ɪn HCM ˈsɪti	Phon	
About me 	16.2	16.2Viet	Bây giờ tôi đang sống xa gia đình vì tôi đi học.	Viet	
About me 	16.2	16.2Eng	I am living faraway from my family because of studying.	Eng	https://luandai123.github.io/English_Daily/1.16.2-Eng.mp3
About me 	16.2	16.2Phon	aɪ æm ˈlɪvɪŋ ˈfa:rəˈweɪ frʌm maɪ ˈfæməli bɪˈkəz ʌv ˈstʌdiɪŋ	Phon	
About me 	16.3	16.3Viet	Tôi đang sống xa gia đình vì công việc.	Viet	
About me 	16.3	16.3Eng	I am living faraway from my family because of working.	Eng	https://luandai123.github.io/English_Daily/1.16.3-Eng.mp3
About me 	16.3	16.3Phon	aɪ æm ˈlɪvɪŋ ˈfa:rəˈweɪ frʌm maɪ ˈfæməli bɪˈkəz ʌv ˈwɜ:rkɪŋ	Phon	
About me 	16.4	16.4Viet	Bây giờ tôi đang sống tại nhà thuê ở thành phố HCM, tôi về thăm ba mẹ 1 lần 1 tháng.	Viet	
About me 	16.4	16.4Eng	Now I am living in a rented house in HCM city, I visit my parents once a month.	Eng	https://luandai123.github.io/English_Daily/1.16.4-Eng.mp3
About me 	16.4	16.4Phon	naʊ aɪ æm ˈlɪvɪŋ ɪn ə ˈrɛntɪd haʊs ɪn HCM ˈsɪti aɪ ˈvɪzɪt maɪ ˈpɛrənts wʌns ə mʌnθ	Phon	
About me 	17	17Struc	MY BIRTHDAY IS ON THE + DATE OF + MONTH /Sinh nhật tôi là ngày … tháng ..../	Struc	
About me 	17.1	17.1Viet	Sinh nhật tôi là ngày 16 tháng 9.	Viet	
About me 	17.1	17.1Eng	My birthday is on the 16th of September.	Eng	https://luandai123.github.io/English_Daily/1.17.1-Eng.mp3
About me 	17.1	17.1Phon	maɪ ˈbɜ:rθdeɪ ɪz a:n ðə sɪkˈsti:nθ ʌv sɛpˈtɛmbər	Phon	
About me 	17.2	17.2Viet	Sinh nhật tôi là ngày 2 tháng 8.	Viet	
About me 	17.2	17.2Eng	My birthday is on the 2nd of August.	Eng	https://luandai123.github.io/English_Daily/1.17.2-Eng.mp3
About me 	17.2	17.2Phon	maɪ ˈbɜ:rθdeɪ ɪz a:n ðə ˈsɛkənd ʌv ˈa:gəst	Phon	
About me 	17.3	17.3Viet	Sinh nhật tôi là ngày 3 tháng 5.	Viet	
About me 	17.3	17.3Eng	My birthday is on the third of May.	Eng	https://luandai123.github.io/English_Daily/1.17.3-Eng.mp3
About me 	17.3	17.3Phon	maɪ ˈbɜ:rθdeɪ ɪz a:n ðə θɜ:rd ʌv meɪ	Phon	
About me 	18	18Struc	MOST OF MY FRIENDS WOULD SAY I AM A/AN + ADJ + PERSON /Hầu hết bạn bè của tôi nói tôi là người…/	Struc	
About me 	18.1	18.1Viet	Hầu hết bạn bè của tôi nói tôi là người năng động.	Viet	
About me 	18.1	18.1Eng	Most of my friends would say I am an active person.	Eng	https://luandai123.github.io/English_Daily/1.18.1-Eng.mp3
About me 	18.1	18.1Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ən ˈæktɪv ˈpɜ:rsən	Phon	
About me 	18.2	18.2Viet	Hầu hết bạn bè của tôi nói tôi là người nhút nhát.	Viet	
About me 	18.2	18.2Eng	Most of my friends would say I am a shy person.	Eng	https://luandai123.github.io/English_Daily/1.18.2-Eng.mp3
About me 	18.2	18.2Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ə ʃaɪ ˈpɜ:rsən	Phon	
About me 	18.3	18.3Viet	Hầu hết bạn bè của tôi nói tôi là người thân thiện.	Viet	
About me 	18.3	18.3Eng	Most of my friends would say I am a friendly person.	Eng	https://luandai123.github.io/English_Daily/1.18.3-Eng.mp3
About me 	18.3	18.3Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ə ˈfrɛndli ˈpɜ:rsən	Phon	
About me 	18.4	18.4Viet	Hầu hết bạn bè của tôi nói tôi là người hiền hậu.	Viet	
About me 	18.4	18.4Eng	Most of my friends would say I am a gentle person.	Eng	https://luandai123.github.io/English_Daily/1.18.4-Eng.mp3
About me 	18.4	18.4Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ə ˈʤɛntəl ˈpɜ:rsən	Phon	
About me 	18.5	18.5Viet	Hầu hết bạn bè của tôi nói tôi là người dễ xúc động.	Viet	
About me 	18.5	18.5Eng	Most of my friends would say I am an emotive person.	Eng	https://luandai123.github.io/English_Daily/1.18.5-Eng.mp3
About me 	18.5	18.5Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ən ɪˈmoʊtɪv ˈpɜ:rsən	Phon	
About me 	18.6	18.6Viet	Hầu hết bạn bè của tôi nói tôi là người ôn hoà.	Viet	
About me 	18.6	18.6Eng	Most of my friends would say I am a mild person.	Eng	https://luandai123.github.io/English_Daily/1.18.6-Eng.mp3
About me 	18.6	18.6Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ə maɪld ˈpɜ:rsən	Phon	
About me 	18.7	18.7Viet	Hầu hết bạn bè của tôi nói tôi là người lạc quan.	Viet	
About me 	18.7	18.7Eng	Most of my friends would say I am an optimistic person.	Eng	https://luandai123.github.io/English_Daily/1.18.7-Eng.mp3
About me 	18.7	18.7Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ən ˌa:ptəˈmɪstɪk ˈpɜ:rsən	Phon	
About me 	18.8	18.8Viet	Hầu hết bạn bè của tôi nói tôi là người thực tế.	Viet	
About me 	18.8	18.8Eng	Most of my friends would say I am a down-to-earth person.	Eng	https://luandai123.github.io/English_Daily/1.18.8-Eng.mp3
About me 	18.8	18.8Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ə daʊn-tu:-ɜ:rθ ˈpɜ:rsən	Phon	
About me 	18.9	18.9Viet	Hầu hết bạn bè của tôi nói tôi là người hướng nội.	Viet	
About me 	18.9	18.9Eng	Most of my friends would say I am an introverted person.	Eng	https://luandai123.github.io/English_Daily/1.18.9-Eng.mp3
About me 	18.9	18.9Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ən ˈɪntrəvɜ:rtɪd ˈpɜ:rsən	Phon	
About me 	18.1	18.1Viet	Hầu hết bạn bè của tôi nói tôi là người hướng ngoại.	Viet	
About me 	18.1	18.1Eng	Most of my friends would say I am an extroverted person.	Eng	https://luandai123.github.io/English_Daily/1.18.1-Eng.mp3
About me 	18.1	18.1Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ən ˈɛkstrəvɜ:rtɪd ˈpɜ:rsən	Phon	
About me 	18.11	18.11Viet	Hầu hết bạn bè của tôi nói tôi là người thận trọng.	Viet	
About me 	18.11	18.11Eng	Most of my friends would say I am a cautious person.	Eng	https://luandai123.github.io/English_Daily/1.18.11-Eng.mp3
About me 	18.11	18.11Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ə ˈkaːʃəs ˈpɜ:rsən	Phon	
About me 	18.12	18.12Viet	Hầu hết bạn bè của tôi nói tôi là người ít nói.	Viet	
About me 	18.12	18.12Eng	Most of my friends would say I am a quiet person.	Eng	https://luandai123.github.io/English_Daily/1.18.12-Eng.mp3
About me 	18.12	18.12Phon	moʊst ʌv maɪ frɛndz wʊd seɪ aɪ æm ə ˈkwaɪət ˈpɜ:rsən	Phon	
About me 	19	19Struc	MY FAVORITE MOTTO IS… /Châm ngôn ưa thích của tôi là…/	Struc	
About me 	19.1	19.1Viet	Châm ngôn ưa thích của tôi là “Không gì là không thể”.	Viet	
About me 	19.1	19.1Eng	My favorite motto is “Nothing is impossible”.	Eng	https://luandai123.github.io/English_Daily/1.19.1-Eng.mp3
About me 	19.1	19.1Phon	maɪ ˈfeɪvərɪt ˈma:toʊ ɪz ˈnʌθɪŋ ɪz ɪmˈpa:səbəl	Phon	
About me 	19.2	19.2Viet	Châm ngôn ưa thích của tôi là “Hãy hành động”.	Viet	
About me 	19.2	19.2Eng	My favorite motto is “Take action”.	Eng	https://luandai123.github.io/English_Daily/1.19.2-Eng.mp3
About me 	19.2	19.2Phon	maɪ ˈfeɪvərɪt ˈma:toʊ ɪz teɪk ˈækʃən	Phon	
About me 	19.3	19.3Viet	Châm ngôn ưa thích của tôi là “Hãy nỗ lực hết mình”.	Viet	
About me 	19.3	19.3Eng	My favorite motto is “Do my best”.	Eng	https://luandai123.github.io/English_Daily/1.19.3-Eng.mp3
About me 	19.3	19.3Phon	maɪ ˈfeɪvərɪt ˈma:toʊ ɪz du: maɪ bɛst	Phon	
About me 	19.4	19.4Viet	Châm ngôn ưa thích của tôi là “Không bao giờ bỏ cuộc”.	Viet	
About me 	19.4	19.4Eng	My favorite motto is “Never give up”.	Eng	https://luandai123.github.io/English_Daily/1.19.4-Eng.mp3
About me 	19.4	19.4Phon	maɪ ˈfeɪvərɪt ˈma:toʊ ɪz ˈnɛvər gɪv ʌp	Phon	
About me 	19.5	19.5Viet	Châm ngôn ưa thích của tôi là “Cuộc sống là sự lựa chọn”.	Viet	
About me 	19.5	19.5Eng	My favorite motto is “Life is a choice”.	Eng	https://luandai123.github.io/English_Daily/1.19.5-Eng.mp3
About me 	19.5	19.5Phon	maɪ ˈfeɪvərɪt ˈma:toʊ ɪz laɪf ɪz ə ʧɔɪs	Phon	
About me 	20	20Struc	I WAS BORN AND RAISED IN… + TÊN ĐỊA DANH /Tôi sinh ra và lớn lên ở …/	Struc	
About me 	20.1	20.1Viet	Tôi sinh ra và lớn lên ở Đồng Nai.	Viet	
About me 	20.1	20.1Eng	I was born and raised in Dong Nai.	Eng	https://luandai123.github.io/English_Daily/1.20.1-Eng.mp3
About me 	20.1	20.1Phon	aɪ wʌz bɔ:rn ænd reɪzd ɪn Dong Nai	Phon	
About me 	20.2	20.2Viet	Tôi sinh ra và lớn lên ở Lâm Đồng.	Viet	
About me 	20.2	20.2Eng	I was born and raised in Lam Dong.	Eng	https://luandai123.github.io/English_Daily/1.20.2-Eng.mp3
About me 	20.2	20.2Phon	aɪ wʌz bɔ:rn ænd reɪzd ɪn Lam Dong	Phon	
About me 	21	21Struc	I AM ORIGINALLY FROM + TÊN ĐỊA DANH, BUT NOW I’M BASED IN + ĐỊA ĐIỂM /Tôi đến từ... nhưng giờ thì tôi sống ở…/	Struc	
About me 	21.1	21.1Viet	Tôi đến từ Hà Nội, nhưng giờ thì tôi sống ở TP. HCM.	Viet	
About me 	21.1	21.1Eng	I am originally from Ha Noi, but now I’m based in HCM city.	Eng	https://luandai123.github.io/English_Daily/1.21.1-Eng.mp3
About me 	21.1	21.1Phon	aɪ æm əˈrɪʤənəli frʌm Ha Noi bʌt naʊ aɪm beɪst ɪn HCM ˈsɪti	Phon	
About me 	21.2	21.2Viet	Tôi đến từ Đà Lạt, nhưng giờ thì tôi sống ở TP. HCM.	Viet	
About me 	21.2	21.2Eng	I am originally from Da Lat, but now I’m based in HCM city.	Eng	https://luandai123.github.io/English_Daily/1.21.2-Eng.mp3
About me 	21.2	21.2Phon	aɪ æm əˈrɪʤənəli frʌm Da Lat bʌt naʊ aɪm beɪst ɪn HCM ˈsɪti	Phon	
About me 	21.3	21.3Viet	Tôi đến từ Hà Nội, nhưng giờ thì tôi sống ở TP. Đà Nẵng.	Viet	
About me 	21.3	21.3Eng	I am originally from Ha Noi, but now I’m based in Da Nang city.	Eng	https://luandai123.github.io/English_Daily/1.21.3-Eng.mp3
About me 	21.3	21.3Phon	aɪ æm əˈrɪʤənəli frʌm Ha Noi bʌt naʊ aɪm beɪst ɪn Da Nang ˈsɪti	Phon	
About me 	22	22Struc	I’VE BEEN LIVING IN… TÊN ĐỊA ĐIỂM FOR + THỜI GIAN /Tôi đã sống ở .. được … năm/	Struc	
About me 	22.1	22.1Viet	Tôi đã sống ở London được 3 năm.	Viet	
About me 	22.1	22.1Eng	I’ve been living in London for 3 years.	Eng	https://luandai123.github.io/English_Daily/1.22.1-Eng.mp3
About me 	22.1	22.1Phon	aɪv bɪn ˈlɪvɪŋ ɪn ˈlʌndən fɔ:r θriː jɪrz	Phon	
About me 	22.2	22.2Viet	Tôi đã sống ở Hà Nội được 5 năm.	Viet	
About me 	22.2	22.2Eng	I’ve been living in Ha Noi for 5 years.	Eng	https://luandai123.github.io/English_Daily/1.22.2-Eng.mp3
About me 	22.2	22.2Phon	aɪv bɪn ˈlɪvɪŋ ɪn Ha Noi fɔ:r faɪv jɪrz	Phon	
About me 	22.3	22.3Viet	Tôi đã sống ở TP. HCM được 10 năm.	Viet	
About me 	22.3	22.3Eng	I’ve been living in HCM city for 10 years.	Eng	https://luandai123.github.io/English_Daily/1.22.3-Eng.mp3
About me 	22.3	22.3Phon	aɪv bɪn ˈlɪvɪŋ ɪn HCM ˈsɪti fɔ:r ten jɪrz	Phon	
About me 	23	23Struc	I WORK AT/FOR + TÊN CÔNG TY IN THE + TÊN BỘ PHẬN + DEPARTMENT /Tôi làm việc cho công ty … ở bộ phận …/	Struc	
About me 	23.1	23.1Viet	Tôi làm việc cho công ty ABC ở bộ phận Marketing.	Viet	
About me 	23.1	23.1Eng	I work at/for ABC in the Marketing department.	Eng	https://luandai123.github.io/English_Daily/1.23.1-Eng.mp3
About me 	23.1	23.1Phon	aɪ wɜ:rk æt/fɔ:r eɪ-bi-si ɪn ðə ˈma:rkɪtɪŋ dɪˈpa:rtmənt	Phon	
About me 	23.2	23.2Viet	Tôi làm việc cho công ty ABC ở bộ phận nhân sự.	Viet	
About me 	23.2	23.2Eng	I work at/for ABC in the Human Resources department.	Eng	https://luandai123.github.io/English_Daily/1.23.2-Eng.mp3
About me 	23.2	23.2Phon	aɪ wɜ:rk æt/fɔ:r eɪ-bi-si ɪn ðə ˈhju:mən ˈrisɔ:rsɪz dɪˈpa:rtmənt	Phon	
About me 	23.3	23.3Viet	Tôi làm việc cho công ty ABC ở bộ phận kế toán.	Viet	
About me 	23.3	23.3Eng	I work at/for ABC in the Accounting department.	Eng	https://luandai123.github.io/English_Daily/1.23.3-Eng.mp3
About me 	23.3	23.3Phon	aɪ wɜ:rk æt/fɔ:r eɪ-bi-si ɪn ði: əˈkaʊntɪŋ dɪˈpa:rtmənt	Phon	
About me 	23.4	23.4Viet	Tôi làm việc cho công ty ABC ở bộ phận chăm sóc khách hàng.	Viet	
About me 	23.4	23.4Eng	I work at/for ABC in the Customer Service department.	Eng	https://luandai123.github.io/English_Daily/1.23.4-Eng.mp3
About me 	23.4	23.4Phon	aɪ wɜ:rk æt/fɔ:r eɪ-bi-si ɪn ðə ˈkʌstəmər ˈsɜ:rvɪs dɪˈpa:rtmənt	Phon	
About me 	23.5	23.5Viet	Tôi làm việc cho công ty ABC ở bộ phận hành chính.	Viet	
About me 	23.5	23.5Eng	I work at/for ABC in the Administration department.	Eng	https://luandai123.github.io/English_Daily/1.23.5-Eng.mp3
About me 	23.5	23.5Phon	aɪ wɜ:rk æt/fɔ:r eɪ-bi-si ɪn ði: ədˌmɪnɪˈstreɪʃən dɪˈpa:rtmənt	Phon	
About me 	24	24Struc	I’VE WORKED IN + TÊN LĨNH VỰC/NGHỀ NGHIỆP FIELD FOR + KHOẢNG THỜI GIAN /Tôi đã làm việc trong lĩnh vực … được … năm/	Struc	
About me 	24.1	24.1Viet	Tôi đã làm việc trong lĩnh vực kế toán được 3 năm.	Viet	
About me 	24.1	24.1Eng	I’ve worked in the Accounting field for 3 years.	Eng	https://luandai123.github.io/English_Daily/1.24.1-Eng.mp3
About me 	24.1	24.1Phon	aɪv wɜ:rkt ɪn ði: əˈkaʊntɪŋ fi:ld fɔ:r θriː jɪrz	Phon	
About me 	24.2	24.2Viet	Tôi đã làm việc trong lĩnh vực giáo dục được 5 năm.	Viet	
About me 	24.2	24.2Eng	I’ve worked in Education field for 5 years.	Eng	https://luandai123.github.io/English_Daily/1.24.2-Eng.mp3
About me 	24.2	24.2Phon	aɪv wɜ:rkt ɪn ˌɛʤəˈkeɪʃən fi:ld fɔ:r faɪv jɪrz	Phon	
About me 	24.3	24.3Viet	Tôi đã làm việc trong lĩnh vực Logistic được 4 năm.	Viet	
About me 	24.3	24.3Eng	I’ve worked in Logistic field for 4 years.	Eng	https://luandai123.github.io/English_Daily/1.24.3-Eng.mp3
About me 	24.3	24.3Phon	aɪv wɜ:rkt ɪn ləˈʤɪstɪk fi:ld fɔ:r fɔ:r jɪrz	Phon	
From morning to night	-	-Video	FromMorningToNight.mp4	Video	https://luandai123.github.io/English_Daily/FromMorningToNight.mp4
From morning to night	-	-Audio	FromMorningToNight.mp3	Audio	https://luandai123.github.io/English_Daily/FromMorningToNight.mp3
From morning to night	-	-Word	FromMorningToNight.docx	Word	https://luandai123.github.io/English_Daily/FromMorningToNight.docx
From morning to night	-	-Excel	FromMorningToNight.xlsx	Excel	https://luandai123.github.io/English_Daily/FromMorningToNight.xlsx
From morning to night	-	-Pdf	FromMorningToNight.pdf	Pdf	https://luandai123.github.io/English_Daily/FromMorningToNight.pdf
From morning to night	1	1Struc	FROM MORNING TO NIGHT	Struc	
From morning to night	1.1	1.1Viet	Tôi thức giấc	Viet	
From morning to night	1.1	1.1Eng	I wake up.	Eng	https://luandai123.github.io/English_Daily/2.1-Eng.mp3
From morning to night	1.1	1.1Phon	aɪ weɪk ʌp	Phon	
From morning to night	1.2	1.2Viet	Tôi tắt chuông báo thức	Viet	
From morning to night	1.2	1.2Eng	I turn off the alarm clock.	Eng	https://luandai123.github.io/English_Daily/2.2-Eng.mp3
From morning to night	1.2	1.2Phon	aɪ tɜ:rn a:f ði: əˈla:rm kla:k	Phon	
From morning to night	1.3	1.3Viet	Tôi trở mình trên giường	Viet	
From morning to night	1.3	1.3Eng	I turn over in bed.	Eng	https://luandai123.github.io/English_Daily/2.3-Eng.mp3
From morning to night	1.3	1.3Phon	aɪ tɜ:rn ˈoʊvər ɪn bɛd	Phon	
From morning to night	1.4	1.4Viet	Tôi nán lại giường thêm 15 phút nữa, tôi vẫn còn buồn ngủ	Viet	
From morning to night	1.4	1.4Eng	I stay in bed for 15 more minutes, I still feel sleepy.	Eng	https://luandai123.github.io/English_Daily/2.4-Eng.mp3
From morning to night	1.4	1.4Phon	aɪ steɪ ɪn bɛd fɔ:r fɪfˈti:n mɔ:r ˈmɪnɪts aɪ stɪl fi:l ˈsli:pi	Phon	
From morning to night	1.5	1.5Viet	Tôi ngủ lại	Viet	
From morning to night	1.5	1.5Eng	I fall back to sleep again.	Eng	https://luandai123.github.io/English_Daily/2.5-Eng.mp3
From morning to night	1.5	1.5Phon	aɪ fa:l bæk tu: sli:p əˈgɛn	Phon	
From morning to night	1.6	1.6Viet	Tôi thức dậy (ra khỏi giường)	Viet	
From morning to night	1.6	1.6Eng	I get up.	Eng	https://luandai123.github.io/English_Daily/2.6-Eng.mp3
From morning to night	1.6	1.6Phon	aɪ gɛt ʌp	Phon	
From morning to night	1.7	1.7Viet	Tôi lau gỉ mắt đi	Viet	
From morning to night	1.7	1.7Eng	I take out eye booger.	Eng	https://luandai123.github.io/English_Daily/2.7-Eng.mp3
From morning to night	1.7	1.7Phon	aɪ teɪk aʊt aɪ ˈbʊɡər	Phon	
From morning to night	1.8	1.8Viet	Tôi ra khỏi giường	Viet	
From morning to night	1.8	1.8Eng	I get out of bed.	Eng	https://luandai123.github.io/English_Daily/2.8-Eng.mp3
From morning to night	1.8	1.8Phon	aɪ gɛt aʊt ʌv bɛd	Phon	
From morning to night	1.9	1.9Viet	Tôi dọn giường	Viet	
From morning to night	1.9	1.9Eng	I make the bed.	Eng	https://luandai123.github.io/English_Daily/2.9-Eng.mp3
From morning to night	1.9	1.9Phon	aɪ meɪk ðə bɛd	Phon	
From morning to night	1.1	1.1Viet	Tôi không bao giờ quên dọn giường.	Viet	
From morning to night	1.10	1.10Eng	I never forget making my own bed.	Eng	https://luandai123.github.io/English_Daily/2.10-Eng.mp3
From morning to night	1.1	1.1Phon	aɪ ˈevər fərˈget ˈmeɪkɪŋ maɪ oʊn bed	Phon	
